u,g,r,i,z,redshift,class,snr_r,extinction_r
16.7543386210226,16.513291678492347,16.48752371021362,17.140239881877505,16.415484732824563,0.0,Star,21.41976087726035,0.07594660907280114
16.415059282934173,17.16469014629369,16.633142412345265,16.741618872498968,16.4919224901132,0.00193263884299112,Star,24.494710845446914,0.10627222891282846
16.995833573837942,16.51704845634061,16.698950409707823,17.223690488051563,17.081887346832612,0.0015306939380247328,Star,24.02431068435785,0.10604203695337533
19.59703976943983,19.80192182039602,19.84583427178537,19.711791365882863,19.181386122346034,0.22875836967082758,Galaxy,13.967305291997182,0.077378861885205
20.296168541651234,19.943387726627734,19.865881151871815,19.67107432172982,20.066458534962063,1.721899886044623,QSO,12.114518030264934,0.05920758344035376
20.151965901972503,20.13195282026141,20.20244579810624,20.693947922645147,20.658270476243114,0.694975967600892,QSO,11.68473060442817,0.0609429790663301
19.46539591904997,20.225423427854913,19.621399928898914,20.606290139651687,19.941119221534567,2.289097179148211,QSO,11.726880657114224,0.10513560046604412
16.573218730840722,16.84706600955373,16.81081797803934,16.903178410084656,16.74121830799003,0.0010537525629905021,Star,22.38155568403142,0.07873559558861928
19.64878428330741,19.77610414535614,19.89114939425912,19.33638375014511,19.892099866021205,0.28884626746948777,Galaxy,12.499126498884413,0.048614533408082354
19.729256322570883,19.66211833158696,19.178049811896333,19.53658011974364,20.225341660834935,0.5360633245578248,Galaxy,15.30600793537408,0.029454114934726258
20.052509892048633,20.23807514316423,19.59077685032184,19.599654638605028,19.670151212105907,0.08720801788730634,Galaxy,13.471175177403778,0.10495494356289138
16.53819772830004,16.891949772290427,17.209028613625712,17.04507470167351,16.997203757256994,0.0005695416665380419,Star,20.20362850478535,0.06359664733207329
19.927972338388635,20.62556065542092,20.62781853680587,20.19952839865924,20.03883619768506,1.0527528938861237,QSO,11.2866262817392,0.08991163266967946
19.75127791037867,19.397130008764357,19.75345411057576,19.87919825216086,19.19290567149003,0.3939675736413004,Galaxy,12.103658128926087,0.11719120721207371
19.93154048194773,20.275422914489976,19.888887897712674,19.928447482976928,19.95742910647421,1.3915412977082835,QSO,11.92688166544071,0.04073226569439545
16.792298663562367,16.471000853159357,16.475271840783513,16.82336106568625,16.99851039184946,0.0024782789357160593,Star,24.66781272124658,0.07864587858461465
16.834488932543714,16.96230186490471,16.991071885011664,16.7778688408789,17.037911786504495,0.0009928831448714843,Star,18.213921585241906,0.07487917561343391
20.61802586630845,19.911074093945466,20.508795253514528,20.214677447404046,20.386560817391143,2.179205267345665,QSO,11.78306988693213,0.09139228626883882
20.683808280977154,20.38319112093496,20.714262892102354,20.44099426708728,20.433703476029535,1.5952534059251642,QSO,11.69321980382652,0.11717479995261304
19.11420564180155,19.558893063074482,19.890941346217524,19.277300691645884,19.89664076822354,0.16095838901323117,Galaxy,13.268431943444927,0.040116445560127764
20.030834297671,19.826600127701028,20.36391426956136,20.438716324264163,20.383841348171934,0.9270603632334047,QSO,12.370195866422074,0.09709393846117301
16.77390642978665,16.967024268817926,16.6547909605282,16.551074412199284,17.01654226025546,0.0009058054246491667,Star,18.096442837672328,0.11094571324981103
19.554366089862253,19.559025970612815,19.821797807702474,19.70786060543717,19.13530308945841,0.17690762274120153,Galaxy,12.538393829931499,0.07440868808129653
19.445014470103136,20.05682882118262,20.14786280407204,19.881801887450838,19.05685711046627,0.4204033501344525,Galaxy,12.143042031688857,0.0758765902132063
19.94774322387996,19.692752772562816,19.520391967505724,19.446452939827132,19.65670806415034,0.3186514868318178,Galaxy,13.533139238685125,0.09255348106954767
20.28484548045249,19.908786474520568,20.16032224879566,20.159851042673488,20.300624278568456,2.3449823577392443,QSO,10.657218341203446,0.09034451233669365
16.537344840936765,17.01423539294369,16.624537759520102,16.49139230771057,17.11891470213511,0.0006827132747475593,Star,18.95000664676679,0.09747057822101368
20.32456373898027,19.974696742938143,19.996867745327815,20.59896197452553,20.21918581599753,1.6826522153662777,QSO,13.095284307995584,0.0968384157920365
19.58138488278865,19.41412238725541,19.416970340182868,19.347844493545832,19.293918713500247,0.2297285012410314,Galaxy,13.735956539840021,0.050540830831530464
20.246587366020567,20.396143836066962,19.755483617288725,20.317618634975123,20.504659776790632,1.4774383073156208,QSO,13.074696066430741,0.1097079949311483
19.943593633604973,19.55514941675237,20.541419509946454,20.54379709249377,19.729823279031102,1.9409867853795275,QSO,11.608529507586475,0.11500349486570716
20.445217683908314,19.115678552272893,19.631278655977322,19.96517982652081,20.272494365396952,1.7635315737828805,QSO,13.735007851555137,0.08558248681070894
16.41223906391891,16.513134916569257,16.81326371343126,16.86851139021511,17.163417573672458,0.0012195849271799443,Star,19.870160521990382,0.035175340803509994
19.055006098950084,19.785638673920573,19.825715119813804,19.22741348593359,19.523535039233373,0.2921571611185501,Galaxy,11.69350046311599,0.07655762881999728
16.77150257538465,16.15198432473682,16.472002842633785,16.948102960636795,16.864190140216934,0.0,Star,26.211022718215204,0.08583217630821705
20.503265686891268,20.07499410893334,20.404355487890037,20.12476523974667,20.319464047583494,1.2677409076983028,QSO,12.754643069957156,0.04566199286639549
19.983423654484866,20.099073317627855,19.20359077850642,19.566861695926747,19.18494836409579,0.16305114061745105,Galaxy,14.363664867212488,0.0691958580926896
16.50525989419613,16.58193619327602,16.767079745510944,16.54028089413355,16.525282008796584,0.0,Star,21.98439037053066,0.03771891837324375
19.76983209735247,20.192861188027294,19.98083759703426,20.301681556738618,20.5304046188689,2.7989733900048006,QSO,11.135769993882459,0.09821876674959332
19.820679328571448,19.938837378434478,18.92715171351687,19.372406357681008,18.93061934444955,0.356602902980158,Galaxy,13.462562583354671,0.08497865944706154
20.146769423195494,19.837958894320515,20.138071330571545,20.438606624137922,20.528167945706638,3.1421931885667593,QSO,11.614088228510756,0.03062650505557267
16.504730502410137,16.33799218191396,17.28506231954958,16.495999766459825,17.616085539872174,0.0,Star,19.406625077880893,0.09054394584745942
16.53493363178204,16.406887808570183,16.773636977275313,16.84302988674489,17.192145721515192,0.00023278293146935971,Star,21.596031963260312,0.07830473157829126
19.904568165091987,19.857435364294787,19.82188936149597,19.599683645069796,19.41652386946285,0.23818991096106637,Galaxy,14.092373654100008,0.09549242848263215
19.786558624017545,19.45845956059682,19.707138602881397,19.349327197998974,19.387561477562976,0.20552643357521655,Galaxy,12.348714788518468,0.06825402698733717
19.05747537315422,19.529510253714687,19.236880381665166,19.65108700281806,20.247821659991555,0.2439295118279884,Galaxy,13.36468209462915,0.055955617977709274
20.128333602714633,20.37833505422582,19.817228859919098,19.59898926117994,19.88613280963744,2.394842179376351,QSO,11.820013055264418,0.056874661206265796
20.022652048189148,20.359911735732354,19.525327626911036,20.275703749402435,20.102092723385276,1.3179947685907916,QSO,13.477247387756076,0.06385489350354787
20.099782806162626,19.398306175640318,20.02706784167951,19.401698014945193,19.889804079166062,0.2236405993673731,Galaxy,12.568848588388457,0.08056475289743141
20.407641199182727,20.01731262858171,20.403260357207863,19.93722267577548,19.948468083346388,1.5779756826286029,QSO,11.780945400707585,0.08443875396274376
17.005086327127934,16.251077872408818,16.390577504339532,17.40086775191901,16.69113638452603,0.0011592977838296406,Star,20.675996357857798,0.07427840366575691
19.65077973617254,19.791748727750996,20.07417269283967,20.386226446192225,20.910330941626377,0.7180854903357191,QSO,13.62571412171482,0.06730041353010442
19.006342710748402,19.685148166472313,20.289899220884454,19.471620682687625,19.52390182178027,0.2735673526012226,Galaxy,11.55010855097464,0.06945790195983555
16.344448860702666,16.606956422829615,17.14081460506663,17.060216947057878,16.865737032466647,0.0,Star,19.491023785637303,0.15523174356520797
16.190601002951254,16.821697958357834,16.655627662840377,16.505238800843514,16.519595824946798,0.001871934366519451,Star,24.234733584057825,0.05687824545505374
17.001103130121844,16.958794435305332,17.147252327406342,16.815350336210322,17.05963881216443,0.0014850938684971126,Star,24.360835910831288,0.06326083974361423
16.45914657980471,17.51467858512113,17.2383536600161,16.91803581383274,16.626566913058813,0.0012969158707361126,Star,19.34192278231403,0.17881562325104444
16.232219085599358,16.49195987673044,16.876564025056762,16.625055998514647,16.895975263922555,0.002221728666217593,Star,17.85580202449421,0.09263039907381658
16.646674323656292,16.945683769177442,16.829710446302162,16.65318351900771,16.856791701983596,0.0,Star,17.64585647740741,0.03860058002288913
17.334765411328526,16.984410450713774,15.920821687244167,16.651574932307955,17.250861444188164,0.0009084599805817921,Star,24.399112131209385,0.1052806161193179
20.41700617741422,20.21142572930116,19.948305240103874,19.773211405375076,19.890147351732672,2.078363536701568,QSO,11.199076030683068,0.05269883332396558
15.902165605210325,17.59226478341245,16.34078542282299,16.527570195854686,16.592376961666627,0.0005065317908461243,Star,23.151819848074997,0.10727184523415291
19.830733950388723,19.839907857355943,19.94681061737989,20.92824161330128,20.367942270944226,2.3121348067594485,QSO,11.871602831718192,0.07367113161887956
20.134062247368092,19.895766817423137,20.255471234888738,20.19207101357779,20.481294476757945,1.9168112078167137,QSO,12.453523775496867,0.06680612451531778
20.330519577372623,20.134157641298135,19.917377862796894,20.313925656549607,20.370709604525945,2.7353012982397638,QSO,13.054696599009604,0.12827494906482748
17.45169884481132,16.25162577760396,16.886807747087133,16.92729212627635,16.452368249358102,0.0010878676370807275,Star,21.987429753378294,0.09699204057977734
19.601735899649853,20.123609098123755,20.206142596031064,20.60615066403793,20.00817975811453,1.6877422341793047,QSO,13.93557670480534,0.10918968312347622
16.523739576997936,16.795329414345982,16.894814361193287,17.098736321319816,16.480694151064476,0.0,Star,18.055884978865546,0.0930475903855984
19.923519710739267,19.078271326403822,19.36475731195888,19.437967110095148,19.716660512689938,0.20432501835203626,Galaxy,14.196597996544568,0.06666666428620704
16.400281760584342,16.504149699882678,16.218909920188377,17.53448986318282,17.14273639329707,0.0005301634915012731,Star,26.190416430544282,0.09834063260774624
19.993350095210104,19.642906169524338,20.17098757682341,20.10501315848144,20.36486852854851,1.261295700631788,QSO,13.190868895980266,0.11627646178053383
19.65063642527045,19.510305809920833,19.71892255066212,19.114172735971355,19.09873689201213,0.1593351137511366,Galaxy,13.128971556542563,0.0840421413055266
19.336700134900827,20.060815108018925,19.902710237534716,20.260140316322875,19.691583073433694,0.7098599883690382,QSO,11.38374368638188,0.1340492781303952
20.31667458626347,20.16485481731353,19.599664083400633,19.64915585857628,19.32616797432549,0.312038856659337,Galaxy,11.565301700624032,0.10551461609605725
17.292924642163978,16.58667290349969,16.91365278103752,16.77381119658567,16.8508139499919,0.0,Star,24.49047959377714,0.08635947649314836
19.61676727933275,19.60986758038157,19.565825082084075,19.873794696929636,20.321851239932492,0.05327321134425175,Galaxy,13.534361763724313,0.08754459593053454
15.92685209135368,16.181235110895013,17.174899580113134,17.29621948690576,17.18888817197483,0.0,Star,21.469728767962735,0.08411711386902875
20.4889096588712,19.87280690742661,19.71836746182794,20.28952937085252,20.084392119552174,2.069510908403439,QSO,12.176506252407172,0.04246283643215026
19.41207984195397,20.034021915182095,19.487945800845747,19.73032755122429,19.389996361904842,0.0382460737138878,Galaxy,13.104025854747192,0.07729783412574184
20.337058879677922,20.162612099096815,20.050221001768545,19.870161433965848,20.69304258935946,2.5911951024660036,QSO,12.93337084366758,0.08663559456023502
20.035481311286063,19.96241794378034,19.777396218655745,19.53867348966544,19.485028382673985,0.04200387464223054,Galaxy,12.79806246106438,0.06751744636200414
19.621572248616467,19.837023613071835,19.295195041177536,19.075606765546702,19.404268277834106,0.20248984427072828,Galaxy,14.171360053651988,0.09013031056114085
20.587496212769423,20.40998997877846,20.187750816566247,20.168506994594598,20.40273527071529,0.6105602011844811,QSO,11.117443280996552,0.08063922471065334
20.046494158621325,19.988999774498858,19.352760783598157,19.976322781420937,19.968105278962337,0.23870547225186176,Galaxy,13.112620754746759,0.10321075673296305
15.897311287008568,16.757536746042057,16.839229256373464,17.12477909068388,16.37868562145886,0.0011022566596474157,Star,19.32687969675354,0.09989337143197194
19.7481055187246,19.5426807995806,20.191658785583144,19.47882208427078,19.449124088250812,0.5046009982079128,Galaxy,14.581085316993823,0.08501459862754523
16.931195270718824,16.671444280610206,16.48648688712411,16.736094042457232,16.59619484458355,0.0006909776348037505,Star,22.456304001907977,0.038983613260940055
17.070964755591078,16.10781307279058,16.429556073926555,16.73665804017252,16.725711943440555,0.0,Star,18.27765439257247,0.13372168216043512
19.99853721373629,19.240391298630023,19.49067147458073,19.714000109784948,19.081849454389612,0.33569364982639605,Galaxy,12.2643166129335,0.0757432700428657
19.91091581248434,20.18031982000328,19.506508169815085,19.43008398311307,19.689240049243807,0.34302750242208574,Galaxy,15.190727074616637,0.07757340638914605
16.773769457418343,16.809867874010145,16.73937502638318,16.49387887208769,16.9203739507508,0.0016556180611713828,Star,21.82137753095154,0.06972437453901836
20.071903703079425,20.302744434164584,20.75911189722773,20.11974624342542,19.981173357667267,1.3025048477127834,QSO,12.25737722354964,0.06534765031803391
19.78436043151338,19.728951370652116,19.069911430560985,19.142336826223097,19.420922954952527,0.11512338850846793,Galaxy,12.617560634439322,0.12632174144001573
19.87943144827261,19.28389194624084,19.439861218102237,19.75298436553296,19.82271689024826,0.4471281162325156,Galaxy,13.224014182676886,0.12158132961158238
16.501888861623158,16.477184650914218,16.58636938743632,16.774669223588926,16.829066074010644,0.0,Star,23.79552066927795,0.09333180210733012
16.050041676652008,16.888312053974886,16.92241085306438,16.745742976341944,16.93858647774738,0.0016256755715961541,Star,20.245005769061375,0.07677499536707824
19.911055856453046,20.081073688386734,20.157731058108496,19.919280040244693,19.922802007689214,2.020621616123264,QSO,14.589917624851157,0.09857353955041259
19.569260610740677,19.537669845527,19.723867418566723,19.483153347272836,19.569302993176652,0.29039484479528116,Galaxy,13.924887107009896,0.08221390945308119
19.996918764775216,19.13713496607596,19.560369636156064,19.375101834900782,19.417802470530898,0.32222747783277295,Galaxy,13.195064018463288,0.07429331245030704
19.055522526197777,20.038703885372815,19.700064703490863,19.08641001634137,19.787641996803288,0.37738225244965085,Galaxy,12.31087057640973,0.0901431776451899
19.590490888583506,19.774099824459707,20.177348811103773,19.60313594900151,19.102923509579583,0.28834648080680336,Galaxy,13.875992405090505,0.06676526759163666
19.28876465491528,20.17357575213972,19.36472244732545,19.725574259407658,19.185837371976888,0.1727411183232997,Galaxy,13.938943648163093,0.08756792792010297
20.343383830546706,19.807616898903188,20.716813863805204,20.24216229847541,20.751084126236325,2.0396265656616137,QSO,10.844038429824225,0.08612662776864907
16.935250627157753,16.85060547563514,17.228245585105352,16.95960912261913,16.393795691675994,0.0011996350179115146,Star,22.209790055735276,0.09808808063773773
19.59517543227235,19.731357468578953,19.632610645844025,19.317057677555493,19.994433648547165,0.025341339707992516,Galaxy,12.907885864310172,0.06142589127573174
19.696316296273967,19.429069940256284,19.43942333001083,19.652132133050465,19.40865665767604,0.11889348755399048,Galaxy,13.382562281403967,0.10130409058629622
20.185135686026445,20.063324671223267,20.26282205950874,20.23637216340311,20.45755920670112,1.9979292641538973,QSO,10.964897589077086,0.05281065521148485
20.786264067338138,19.813323867599987,20.157364949721195,19.808795122831622,20.298282640984816,1.522107896996468,QSO,12.434258747939761,0.06282300045136284
20.760146366752533,19.7322676352684,20.149100106958837,20.351262255560336,19.772107364615955,2.2293422291029494,QSO,12.401870497686485,0.06413224822562769
19.491518064643255,19.73833187640384,20.46698295471248,20.106475627328635,20.23876407450501,1.2767728620705594,QSO,11.242949900038239,0.047838446828789655
19.91629327114673,19.923565783586593,19.82750590979322,19.62089728460846,19.250471647721156,0.29334374608647956,Galaxy,13.958036272109945,0.11046986850156988
16.534622840590195,16.931933089634917,16.339307379022166,16.38218502940832,16.579721869286534,0.0030009631015901535,Star,23.647002601387108,0.050928425714306086
16.40633222666657,16.4320626528996,16.613349689923723,16.71585270280102,16.92357961183451,0.0007638699082220144,Star,22.802483690605555,0.059032509877799844
20.070993936836558,20.016840790522885,19.49811849231803,19.856264846300743,19.674359643598276,0.12512789741901945,Galaxy,13.461373274500836,0.11766223131459927
16.3204278285685,17.138103752997818,16.649891676780932,16.754768433548698,16.835687467088466,0.0,Star,19.707948303277036,0.06288251894439048
16.2487390532285,16.264434874339624,16.820975874298448,17.371894412579305,16.8346945919696,0.0007136338641348244,Star,19.61531766235926,0.0743557194458571
19.99213371835255,19.300927600172095,19.651152455805896,19.442581199128647,19.67709617189592,0.31565467665272084,Galaxy,13.742282966553699,0.04963912997250393
